"No.","External ID","Name","Name 2","Address","Address 2","County","Post Code","City","Country/Region Code","Phone No.","Telex No.","Fax No.","Telex Answer Back","Territory Code","Currency Code","Language Code","Salesperson Code","VAT Registration No.","Email","Home Page","Type","Company Name","Company No.","First Name","Middle Name","Surname","Job Title","Initials","Extension No.","Mobile Phone No.","Pager","Organizational Level Code","Exclude from Segment","Correspondence Type","Salutation Code"
"CT100156","","John Emory","","192 Market Square","","","B27 4KT","Birmingham","GB","","","","","MID","","ENG","PS","","john.emory@contoso.com","","Person","The Cannon Group PLC","CT000007","John","","Emory","","","","","","","No"," ","M"
"CT100157","","Jonas Hasselberg","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","jonas.hasselberg@contoso.com","","Person","UpTownSvea","CT100018","Jonas","","Hasselberg","","","","","","","No"," ","M"
"CT100158","","Mia Sofie Hoffritz","","Industrieweg 11","","","NL-7202 BP","Zutphen","NL","","","","","FOREIGN","","NLD","JR","","mia.sofie.hoffritz@contoso.com","","Person","Woonboulevard Kuitenbrouwer","CT000023","Mia","Sofie","Hoffritz","","","","","","","No"," ","F-MAR"
"CT100159","","Jack Creasey","","1 High Holborn","","","WC1 3DG","London","GB","","","","","LND","","ENG","JR","","jack.creasey@contoso.com","","Person","World Wide Bank","CT000003","Jack","","Creasey","","","","","","","No"," ","M"
"CT100160","","Yvonne McKay","","456 Main Street","","","DY5 4DJ","Dudley","GB","","","","","MID","","ENG","PS","","yvonne.mckay@contoso.com","","Person","Zuni Home Crafts Ltd.","CT000089","Yvonne","","McKay","","","","","","","No"," ","F-MAR"
"CT100161","","Jose Ignacio Peiro Alba","","c/ Neptuno 18","","","ES-37001","Salamanca","ES","","","","","FOREIGN","","ESP","RL","","jose.ignacio.peiro.alba@contoso.com","","Person","Subacqua","CT000156","Jose Ignacio","Peiro","Alba","","","","","","","No"," ","M"
"CT100162","","Julie Taft-Rider","","172 Field Green","","","WD2 4RG","Watford","GB","","","","","LND","","ENG","RL","","julie.taft-rider@contoso.com","","Person","Service Electronics Ltd.","CT000136","Julie","","Taft-Rider","","","","","","","No"," ","F-MAR"
"CT100163","","Doris Hartwig","","Vuurberg 137","","","BE-3000","Leuven","BE","","","","","FOREIGN","","NLB","JR","","doris.hartwig@contoso.com","","Person","Lovaina Contractors","CT000033","Doris","","Hartwig","","","","","","","No"," ","F"
"CT100164","","John Wood","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","john.wood@contoso.com","","Person","Rent a Truck","CT100013","John","","Wood","","","","","","","No"," ","M"
"CT100165","","Florian Voss","","Ytre Sandgt. 13","","","NO-1300","Sandvika","NO","","","","","FOREIGN","","NOR","JR","","florian.voss@contoso.com","","Person","Sjøboden","CT000080","Florian","","Voss","","","","","","","No"," ","M"
"CT100166","","Yolanda Sanchez Sanchez","","c/ Neptuno 18","","","ES-37001","Salamanca","ES","","","","","FOREIGN","","ESP","RL","","yolanda.sanchez.sanchez@contoso.com","","Person","Subacqua","CT000156","Yolanda","Sanchez","Sanchez","","","","","","","No"," ","F-MAR"
"CT100167","","Amaya Hernandez","","Pol. Ind. 4","","","ES-07001","Palma Mallorca","ES","","","","","FOREIGN","","ESP","RL","","amaya.hernandez@contoso.com","","Person","Transporte Roas","CT000158","Amaya","","Hernandez","","","","","","","No"," ","F-MAR"
"CT100168","","Robert Zare","","Loosova 14","","","CZ-669 02","Znojmo","CZ","","","","","FOREIGN","","CSY","JR","","robert.zare@contoso.com","","Person","PLECHKONSTRUKT a.s.","CT000057","Robert","","Zare","","","","","","","No"," ","M"
"CT100169","","Birgit Seidl","","Süderweg 15","","","DE-20097","Hamburg","DE","","","","","FOREIGN","","DEU","RL","","birgit.seidl@contoso.com","","Person","VAG - Jürgensen","CT000201","Birgit","","Seidl","","","","","","","No"," ","F-MAR"
"CT100170","","Deborah Poe","","1 High Holborn","","","WC1 3DG","London","GB","","","","","MID","","ENG","JR","","deborah.poe@contoso.com","","Person","World Wide Bank","CT000004","Deborah","","Poe","","","","","","","No"," ","F-MAR"
"CT100171","","Candy Spoon","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","candy.spoon@contoso.com","","Person","Eco Office Inc.","CT100001","Candy","","Spoon","","","","","","","No"," ","F-MAR"
"CT100172","","Britta Simon","","Kungsgatan 18","","","SE-600 03","Norrkobing","SE","","","","","FOREIGN","","SVE","JR","","britta.simon@contoso.com","","Person","Englunds Kontorsmöbler AB","CT000075","Britta","","Simon","","","","","","","No"," ","F"
"CT100173","","Charlotte Bender","","Østensjøveien 27","","","NO-0661","Oslo","NO","","","","","FOREIGN","","NOR","RL","","charlotte.bender@contoso.com","","Person","Monabekken Barnesenger A/S","CT000199","Charlotte","","Bender","","","","","","","No"," ","F"
"CT100174","","Dadi Johannesson","","Dalvegi 24","","","IS-112","Reykjavik","IS","","","","","FOREIGN","","ISL","RL","","dadi.johannesson@contoso.com","","Person","Husplast HF","CT000162","Dadi","","Johannesson","","","","","","","No"," ","M"
"CT100175","","Michael J. Zwilling","","Stordal Torslunda","","","SE-521 03","Kinnared","SE","","","","","FOREIGN","","SVE","RL","","michael.j.zwilling@contoso.com","","Person","Kinnareds Träindustri AB","CT000192","Michael","J.","Zwilling","","","","","","","No"," ","M"
"CT100176","","Samantha Smith","","457 Lordship Lane","","","NP5 6GH","Newport","GB","","","","","SE","","ENG","MD","","samantha.smith@contoso.com","","Person","Lordship Lane Furnishers","CT100240","Samantha","","Smith","","","","","","","No"," ","F-MAR"
"CT100177","","Nigel Westbury","","92-94 West St Bedminster","","","SA1 2HS","Swansea","GB","","","","","NE","","ENG","DC","","nigel.westbury@contoso.com","","Person","OK Furnishers","CT100244","Nigel","","Westbury","","","","","","","No"," ","M"
"CT100178","","Lisa Jacobson","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","lisa.jacobson@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Lisa","","Jacobson","","","","","","","No"," ","F-MAR"
"CT100179","","Gustavo Camargo","","Pol. Ind. 4","","","ES-07001","Palma Mallorca","ES","","","","","FOREIGN","","ESP","RL","","gustavo.camargo@contoso.com","","Person","Transporte Roas","CT000158","Gustavo","","Camargo","","","","","","","No"," ","M"
"CT100180","","Marie Reinhart","","Ytre Sandgt. 13","","","NO-1300","Sandvika","NO","","","","","FOREIGN","","NOR","JR","","marie.reinhart@contoso.com","","Person","Sjøboden","CT000080","Marie","","Reinhart","","","","","","","No"," ","F-MAR"
"CT100181","","Antonio Bermejo","","c/ Neptuno 18","","","ES-37001","Salamanca","ES","","","","","FOREIGN","","ESP","RL","","antonio.bermejo@contoso.com","","Person","Subacqua","CT000156","Antonio","","Bermejo","","","","","","","No"," ","M"
"CT100182","","Michael J. Hummer","","Ortstraße 12","","","AT-5730","Mittersill","AT","","","","","FOREIGN","","DEA","RL","","michael.j.hummer@contoso.com","","Person","Sägewerk Mittersill","CT000180","Michael","J.","Hummer","","","","","","","No"," ","M"
"CT100183","","Jeremy Los","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","jeremy.los@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Jeremy","","Los","","","","","","","No"," ","M"
"CT100184","","Robert Lyon","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","robert.lyon@contoso.com","","Person","TelecomPetit","CT100008","Robert","","Lyon","","","","","","","No"," ","M"
"CT100185","","Arlene Huff","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","arlene.huff@contoso.com","","Person","TelecomPetit","CT100008","Arlene","","Huff","","","","","","","No"," ","F-MAR"
"CT100186","","Mary Baker","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","mary.baker@contoso.com","","Person","Rent a Truck","CT100013","Mary","","Baker","","","","","","","No"," ","F-MAR"
"CT100187","","Scott Bishop","","Ringwood Road","","","M61 2YG","Manchester","GB","","","","","S","","ENG","DC","","scott.bishop@contoso.com","","Person","Cane Showroom","CT100239","Scott","","Bishop","","","","","","","No"," ","M"
"CT100188","","Jane Clayton","","Ringwood Road","","","M61 2YG","Manchester","GB","","","","","S","","ENG","DC","","jane.clayton@contoso.com","","Person","Cane Showroom","CT100239","Jane","","Clayton","","","","","","","No"," ","F-MAR"
"CT100189","","Ragnar Eiriksson","","Skemmuvegur 4","","","IS-200","Kopavogur","IS","","","","","FOREIGN","","ISL","JR","","ragnar.eiriksson@contoso.com","","Person","Bilabankinn","CT000041","Ragnar","","Eiriksson","","","","","","","No"," ","M"
"CT100190","","Chris McGurk","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","chris.mcgurk@contoso.com","","Person","Add-ON Marketing","CT100011","Chris","","McGurk","","","","","","","No"," ","M"
"CT100191","","Megan Sherman","","723 North Hampton Drive","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","megan.sherman@contoso.com","","Person","American Wood Exports","CT000142","Megan","","Sherman","","","","","","","No"," ","F-MAR"
"CT100192","","Karina Agerby","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","karina.agerby@contoso.com","","Person","DanMøbler","CT100016","Karina","","Agerby","","","","","","","No"," ","F-MAR"
"CT100193","","Tina Slone O'Dell","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","tina.slone.o'dell@contoso.com","","Person","eAmericonda","CT100012","Tina","Slone","O'Dell","","","","","","","No"," ","F"
"CT100194","","Andrew Dixon","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","andrew.dixon@contoso.com","","Person","Eco Office Inc.","CT100001","Andrew","","Dixon","","","","","","","No"," ","M"
"CT100195","","Elizabeth Keyser","","Zvornarska ulica 5","","","SI-1000","Ljubljana","SI","","","","","FOREIGN","","SLV","JR","","elizabeth.keyser@contoso.com","","Person","EXPORTLES d.o.o.","CT000049","Elizabeth","","Keyser","","","","","","","No"," ","F-MAR"
"CT100196","","Shelley Dick","","25 Kingston St","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","RL","","shelley.dick@contoso.com","","Person","Ergonomic Office Systems","CT100004","Shelley","","Dick","","","","","","","No"," ","F-MAR"
"CT100197","","Amy E. Alberts","","854 Theater Road","","","WD1 6YG","Watford","GB","","","","","NE","","ENG","AH","","amy.e.alberts@contoso.com","","Person","Furnitures At Work","CT100017","Amy","E.","Alberts","","","","","","","No"," ","F"
"CT100198","","Cornelia Weiler","","Plett Straße 187","","","DE-60320","Frankfurt/Main","DE","","","","","FOREIGN","","DEU","JR","","cornelia.weiler@contoso.com","","Person","Hotel Pferdesee","CT000085","Cornelia","","Weiler","","","","","","","No"," ","F-MAR"
"CT100199","","Alex Nayberg","","Fillova 128","","","CZ-696 42","Vracov","CZ","","","","","FOREIGN","","CSY","JR","","alex.nayberg@contoso.com","","Person","J & V v.o.s.","CT000055","Alex","","Nayberg","","","","","","","No"," ","M"
"CT100200","","Jan Miksovsky","","Immermannstraße 92","","","DE-86899","Landsberg am Lech","DE","","","","","FOREIGN","","DEU","RL","","jan.miksovsky@contoso.com","","Person","KKA Büromaschinen Gmbh","CT000202","Jan","","Miksovsky","","","","","","","No"," ","M"
"CT100201","","Charles Fitzgerald","","235 Peachtree Street","","","PE17 4RN","Cambridge","GB","","","","","EANG","","ENG","PS","","charles.fitzgerald@contoso.com","","Person","London Light Company","CT000091","Charles","","Fitzgerald","","","","","","","No"," ","M"
"CT100202","","Janice Galvin","","100 Maidstone Ave.","","","ME5 6RL","Maidstone","GB","","","","","SE","","ENG","PS","","janice.galvin@contoso.com","","Person","Afrifield Corporation","CT000087","Janice","","Galvin","","","","","","","No"," ","F-MAR"
"CT100203","","Spencer Low","","43 Industrial Heights","","","SA3 7HI","Stratford","GB","","","","","MID","","ENG","RL","","spencer.low@contoso.com","","Person","Mortimor Car Company","CT000216","Spencer","","Low","","","","","","","No"," ","M"
"CT100204","","Mary E. Gibson","","222 Reagan Drive","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","RL","","mary.e.gibson@contoso.com","","Person","Progressive Home Furnishings","CT000138","Mary","E.","Gibson","","","","","","","No"," ","F-MAR"
"CT100205","","Trinidad Lara","","Pol. Ind. 4","","","ES-07001","Palma Mallorca","ES","","","","","FOREIGN","","ESP","RL","","trinidad.lara@contoso.com","","Person","Transporte Roas","CT000158","Trinidad","","Lara","","","","","","","No"," ","F-MAR"
"CT100206","","Rotislav Shabalin","","Mayerova 12","","","CZ-779 00","Olomouch","CZ","","","","","FOREIGN","","CSY","RL","","rotislav.shabalin@contoso.com","","Person","UP Ostrov s.p.","CT000174","Rotislav","","Shabalin","","","","","","","No"," ","M"
"CT100207","","Mikael Sandberg","","Orkestergatan 24","","","SE-415 06","Goteborg","SE","","","","","FOREIGN","","SVE","RL","","mikael.sandberg@contoso.com","","Person","UpTownSvea","CT100018","Mikael","","Sandberg","","","","","","","No"," ","M"
"CT100208","","Garrett Young","","High Street Ripley","","","PO21 6HG","Southsea, Portsmouth","GB","","","","","SW","","ENG","PS","","garrett.young@contoso.com","","Person","Wyllie & Mar","CT100242","Garrett","","Young","","","","","","","No"," ","M"
"CT100209","","Ann Beebe","","456 Main Street","","","DY5 4DJ","Dudley","GB","","","","","MID","","ENG","PS","","ann.beebe@contoso.com","","Person","Zuni Home Crafts Ltd.","CT000089","Ann","","Beebe","","","","","","","No"," ","F-MAR"
"CT100210","","Stephanie Bourne","","192 Market Square","","","B27 4KT","Birmingham","GB","","","","","MID","","ENG","PS","","stephanie.bourne@contoso.com","","Person","The Cannon Group PLC","CT000007","Stephanie","","Bourne","","","","","","","No"," ","F-MAR"
"CT100211","","Peter Conelly","","57 East Reach","","","TA3 4FD","Newquay","GB","","","","","S","","ENG","DC","","peter.conelly@contoso.com","","Person","","","Peter","","Conelly","","","","","","","No"," ","M"
"CT100212","","Karen Archer","","14 The Broadway","","","TN27 6YD","Ashford","GB","","","","","SWAL","","ENG","MD","","karen.archer@contoso.com","","Person","","","Karen","","Archer","","","","","","","No"," ","F"
"CT100213","","Patrick M. Cook","","28 The Tything","","","OX16 0UA","Cheddington","GB","","","","","SCOT","","ENG","DC","","patrick.m.cook@contoso.com","","Person","Timeless Reproductions","CT100241","Patrick","M.","Cook","","","","","","","No"," ","M"
"CT100214","","Jose Edvaldo Saraiva","","c/ Neptuno 18","","","ES-37001","Salamanca","ES","","","","","FOREIGN","","ESP","RL","","jose.edvaldo.saraiva@contoso.com","","Person","Subacqua","CT000156","Jose","Edvaldo","Saraiva","","","","","","","No"," ","M"
"CT100215","","Kenneth Cools","","Nieuwstraat 28","","","BE-2200","Herentals","BE","","","","","FOREIGN","","NLB","JR","","kenneth.cools@contoso.com","","Person","Nieuwe Zandpoort NV","CT000029","Kenneth","","Cools","","","","","","","No"," ","M"
"CT100216","","Bonnie Kearney","","Tower Road","","","TA3 4FD","Newquay","GB","","","","","N","","ENG","DC","","bonnie.kearney@contoso.com","","Person","TenTails Direct Ltd","CT100245","Bonnie","","Kearney","","","","","","","No"," ","F"
"CT100217","","Peter Waxman","","Bergstrasse 12","","","CH-6005","Luzern","CH","","","","","FOREIGN","","DES","JR","","peter.waxman@contoso.com","","Person","Pilatus AG","CT000095","Peter","","Waxman","","","","","","","No"," ","M"
"CT100218","","Gary W. Yukich","","3000 Roosevelt Blvd.","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","JR","","gary.w.yukich@contoso.com","","Person","Progressive Home Furnishings","CT000019","Gary","W.","Yukich","","","","","","","No"," ","M"
"CT100219","","Patrick Dalle","","Vuurberg 137","","","BE-3000","Leuven","BE","","","","","FOREIGN","","NLB","JR","","patrick.dalle@contoso.com","","Person","Lovaina Contractors","CT000033","Patrick","","Dalle","","","","","","","No"," ","M"
"CT100220","","Lene Rathkjen","","Parkvej 44","","","DK-5800","Nyborg","DK","","","","","FOREIGN","","DAN","JR","","lene.rathkjen@contoso.com","","Person","Ravel Møbler","CT000069","Lene","","Rathkjen","","","","","","","No"," ","F-MAR"
"CT100221","","Karin Zimprich","","Seedamm 18","","","CH-6343","Rotkreuz","CH","","","","","FOREIGN","","DES","RL","","karin.zimprich@contoso.com","","Person","Technische Betriebe Rotkreuz","CT000210","Karin","","Zimprich","","","","","","","No"," ","F-MAR"
"CT100222","","Martin Illum Lotz","","Thv. Meyersgt. 34","","","NO-0552","Oslo","NO","","","","","FOREIGN","","NOR","RL","","martin.illum.lotz@contoso.com","","Person","Stilmøbler as","CT000197","Martin","Illum","Lotz","","","","","","","No"," ","M"
"CT100223","","Magnus Hedlund","","Olavsgt. 589","","","NO-0661","Oslo","NO","","","","","FOREIGN","","NOR","PS","","magnus.hedlund@contoso.com","","Person","","","Magnus","","Hedlund","","","","","","","No"," ","M"
"CT100224","","Laura Norman","","Ortstraße 12","","","AT-5730","Mittersill","AT","","","","","FOREIGN","","DEA","RL","","laura.norman@contoso.com","","Person","Sägewerk Mittersill","CT000180","Laura","","Norman","","","","","","","No"," ","F-MAR"
"CT100225","","Linda Meisner","","Süderweg 15","","","DE-20097","Hamburg","DE","","","","","FOREIGN","","DEU","RL","","linda.meisner@contoso.com","","Person","VAG - Jürgensen","CT000201","Linda","","Meisner","","","","","","","No"," ","F-UMAR"
"CT100226","","Martin Skamris","","Industrieweg 11","","","NL-7202 BP","Zutphen","NL","","","","","FOREIGN","","NLD","JR","","martin.skamris@contoso.com","","Person","Woonboulevard Kuitenbrouwer","CT000023","Martin","","Skamris","","","","","","","No"," ","M"
"CT100227","","Susan Metters","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","susan.metters@contoso.com","","Person","Officeland Of Manchester","CT100007","Susan","","Metters","","","","","","","No"," ","F-MAR"
"CT100228","","Wendy Wheeler","","457 Lordship Lane","","","NP5 6GH","Newport","GB","","","","","SE","","ENG","MD","","wendy.wheeler@contoso.com","","Person","Lordship Lane Furnishers","CT100240","Wendy","","Wheeler","","","","","","","No"," ","F-UMAR"
"CT100229","","Jennifer Riegle","","10 North Lake Avenue","","","N12 5XY","London","GB","","","","","LND","","ENG","RL","","jennifer.riegle@contoso.com","","Person","London Postmaster","CT000128","Jennifer","","Riegle","","","","","","","No"," ","F-MAR"
"CT100230","","Jaime Bastidas","","Plaza Redonda 12","","","ES-08010","Barcelona","ES","","","","","FOREIGN","","ESP","JR","","jaime.bastidas@contoso.com","","Person","Libros S.A.","CT000037","Jaime","","Bastidas","","","","","","","No"," ","M"
"CT100231","","Marianne Wier","","Immermannstraße 92","","","DE-86899","Landsberg am Lech","DE","","","","","FOREIGN","","DEU","RL","","marianne.wier@contoso.com","","Person","KKA Büromaschinen Gmbh","CT000202","Marianne","","Wier","","","","","","","No"," ","F-MAR"
"CT100232","","Ingelise Lang","","Carl Blochs Gade 7","","","DK-8000","Arhus C","DK","","","","","FOREIGN","","DAN","JR","","ingelise.lang@contoso.com","","Person","Candoxy Kontor A/S","CT000065","Ingelise","","Lang","","","","","","","No"," ","F-MAR"
"CT100233","","Sean Purcell","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","sean.purcell@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Sean","","Purcell","","","","","","","No"," ","M"
"CT100234","","Bernard Duerr","","Ferkova ulica 4","","","SI-4502","Kranj","SI","","","","","FOREIGN","","SLV","RL","","bernard.duerr@contoso.com","","Person","Topol Slovenija d.o.o.","CT000170","Bernard","","Duerr","","","","","","","No"," ","M"
"CT100235","","Eva Corets","","Straße 33, Obj. 11","","","AT-2355","Wr. Neudorf","AT","","","","","FOREIGN","","DEA","JR","","eva.corets@contoso.com","","Person","Michael Feit - Möbelhaus","CT000061","Eva","","Corets","","","","","","","No"," ","F-MAR"
"CT100236","","Charlotte Weiss","","Sonnmattstrasse 5","","","CH-8152","Glattbrugg","CH","","","","","FOREIGN","","DES","JR","","charlotte.weiss@contoso.com","","Person","Sonnmatt Design","CT000097","Charlotte","","Weiss","","","","","","","No"," ","F-MAR"
"CT100237","","Michael Sullivan","","4 Baker Street","","","W1 3AL","London","GB","","","","","EANG","","ENG","JR","","michael.sullivan@contoso.com","","Person","New Bank of London","CT000001","Michael","","Sullivan","","","","","","","No"," ","M"
"CT100238","","Erlingur Orn Jonsson","","Reykjavikurvegi 66","","","IS-220","Hafnafjordur","IS","","","","","FOREIGN","","ISL","JR","","erlingur.orn.jonsson@contoso.com","","Person","Gagn & Gaman","CT000043","Erlingur","Orn","Jonsson","","","","","","","No"," ","M"
"CT100239","","Cane Showroom","","Ringwood Road","","","M61 2YG","Manchester","GB","","","","","S","","ENG","DC","","cane.showroom@contoso.com","","Company","Cane Showroom","CT100239","","","","","","","","","","No"," ","COMPANY"
"CT100240","","Lordship Lane Furnishers","","457 Lordship Lane","","","NP5 6GH","Newport","GB","","","","","SE","","ENG","MD","","lordship.lane.furnishers@contoso.com","","Company","Lordship Lane Furnishers","CT100240","","","","","","","","","","No"," ","COMPANY"
"CT100241","","Timeless Reproductions","","28 The Tything","","","OX16 0UA","Cheddington","GB","","","","","SCOT","","ENG","DC","","timeless.reproductions@contoso.com","","Company","Timeless Reproductions","CT100241","","","","","","","","","","No"," ","COMPANY"
"CT100242","","Wyllie & Mar","","High Street Ripley","","","PO21 6HG","Southsea, Portsmouth","GB","","","","","SW","","ENG","PS","","wyllie.mar@contoso.com","","Company","Wyllie & Mar","CT100242","","","","","","","","","","No"," ","COMPANY"
"CT100243","","Compohandler Ltd","","Carmunnock By-Pass Busby","","","TQ17 8HB","Brixham","GB","","","","","SE","","ENG","RL","","compohandler.ltd@contoso.com","","Company","Compohandler Ltd","CT100243","","","","","","","","","","No"," ","COMPANY"
"CT100244","","OK Furnishers","","92-94 West St Bedminster","","","SA1 2HS","Swansea","GB","","","","","NE","","ENG","DC","","ok.furnishers@contoso.com","","Company","OK Furnishers","CT100244","","","","","","","","","","No"," ","COMPANY"
"CT100245","","TenTails Direct Ltd","","Tower Road","","","TA3 4FD","Newquay","GB","","","","","N","","ENG","DC","","tentails.direct.ltd@contoso.com","","Company","TenTails Direct Ltd","CT100245","","","","","","","","","","No"," ","COMPANY"
"CT200001","","Andy Teal","","1120 Newport Ave","","","M61 2YG","Manchester","GB","","","","","LND","","ENG","MD","","andy.teal@contoso.com","","Person","Officeland Of Manchester","CT100007","Andy","","Teal","","","","","","","No"," ","M"
"CT200002","","David J. Liu","","620 Ingridson Av","","","US-SC 27136","Columbia","US","","","","","FOREIGN","","ENU","MD","","david.j.liu@contoso.com","","Person","National Wholesale Corp","CT100010","David","J.","Liu","","","","","","J-MANA","No"," ","M"
"CT200003","","Nicole Holliday","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","nicole.holliday@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Nicole","","Holliday","","","","","","","No"," ","F-UMAR"
"CT200004","","Jay Jamison","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","jay.jamison@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Jay","","Jamison","","","","","","","No"," ","F-MAR"
"CT200005","","Tom Getzinger","","Süderweg 15","","","DE-20097","Hamburg","DE","","","","","FOREIGN","","DEU","RL","","tom.getzinger@contoso.com","","Person","VAG - Jürgensen","CT000201","Tom","","Getzinger","","","","","","J-MANA","No"," ","M"
"CT200006","","Mark McArthur","","65-73 Broadway West","","","BR1 2ES","Bromley","GB","","","","","SWAL","","ENG","JR","","mark.mcarthur@contoso.com","","Person","","","Mark","","McArthur","","","","","","","No"," ","M"
"CT200007","","David Hamilton","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","david.hamilton@contoso.com","","Person","Triplelight Studio","CT100015","David","","Hamilton","","","","","","","No"," ","M"
"CT200008","","Gary E. Altman III","","435 Kingston Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","gary.e.altman.iii@contoso.com","","Person","Add-ON Marketing","CT100011","Gary E.","Altman","III","","","","","","J-MANA","No"," ","M"
"CT200009","","Michael DeVoe","","Industrieweg 11","","","NL-7202 BP","Zutphen","NL","","","","","FOREIGN","","NLD","JR","","michael.devoe@contoso.com","","Person","Woonboulevard Kuitenbrouwer","CT000023","Michael","","DeVoe","","","","","","","No"," ","M"
"CT200010","","Patricia Doyle","","810 South Newport Drive","","","NP5 6GH","Newport","GB","","","","","MID","","ENG","PS","","patricia.doyle@contoso.com","","Person","DHL Express","CT100009","Patricia","","Doyle","","","","","","","No"," ","F-MAR"
"CT200011","","Kevin Wright","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","kevin.wright@contoso.com","","Person","Triplelight Studio","CT100015","Kevin","","Wright","","","","","","J-MANA","No"," ","M"
"CT200012","","Jim Stewart","","340 Marlboro Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","AH","","jim.stewart@contoso.com","","Person","Lynda McNeal, Inc","CT100014","Jim","","Stewart","","","","","","","No"," ","M"
"CT200013","","Mike Nash","","210 Bimer Drive","","","PL14 5GB","Plymouth","GB","","","","","NW","","ENG","JR","","mike.nash@contoso.com","","Person","Rent a Truck","CT100013","Mike","","Nash","","","","","","","No"," ","M"
"CT200014","","Scott Mitchell","","220 Richdale Ave","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","RL","","scott.mitchell@contoso.com","","Person","Capital Office Furnishings","CT100003","Scott","","Mitchell","","","","","","J-MANA","No"," ","M"
"CT200015","","Tammy L. McDonald","","810 South Newport Drive","","","NP5 6GH","Newport","GB","","","","","MID","","ENG","PS","","tammy.l.mcdonald@contoso.com","","Person","DHL Express","CT100009","Tammy","L.","McDonald","","","","","","","No"," ","F"
"CT200016","","Maryann Barber","","1558 23rd Street","","","US-NY 11010","New York","US","","","","","FOREIGN","","ENU","DC","","maryann.barber@contoso.com","","Person","eAmericonda","CT100012","Maryann","","Barber","","","","","","","No"," ","F"
"CT200017","","Michael Vanderhyde","","Sgt. Millers Dirve","","","US-IL 61236","Chicago","US","","","","","FOREIGN","","ENU","AH","","michael.vanderhyde@contoso.com","","Person","Eco Office Inc.","CT100001","Michael","","Vanderhyde","","","","","","J-MANA","No"," ","M"
"CT200018","","Rob Verhoff","","395 Westgate Drive","","GA","US-GA 31772","Atlanta","US","","","","","FOREIGN","","ENU","JR","","rob.verhoff@contoso.com","","Person","Taylor"s Office Warehouse","CT100005","Rob","","Verhoff","","","","","","","No"," ","M"
"CT200019","","Kevin Verboort","","1240 Yield mark Street","","","N12 5XY","London","GB","","","","","MID","","ENG","RL","","kevin.verboort@contoso.com","","Person","TelecomPetit","CT100008","Kevin","","Verboort","","","","","","J-MANA","No"," ","M"
"CT200020","","Michael Zeman","","34 Johnson Street","","","SA3 7HI","Stratford","GB","","","","","SCOT","","ENG","AH","","michael.zeman@contoso.com","","Person","Triplelight Studio","CT100015","Michael","","Zeman","","","","","","","No"," ","M"
"CT200021","","Hans Visser","","35 Brook Street","","","B27 4KT","Birmingham","GB","","","","","NWAL","","ENG","BD","","hans.visser@contoso.com","","Person","","","Hans","","Visser","","","","","","","No"," ","M"
"CT200022","","Lone Kuhlmann","","Vindegade 72","","","DK-2100","Copenhagen","DK","","","","","FOREIGN","","DAN","RL","","lone.kuhlmann@contoso.com","","Person","DanMøbler","CT100016","Lone","","Kuhlmann","","","","","","","No"," ","F-MAR"
